라우팅영향,유사도,test_id,질문,정답라벨,LOO예측,끌어당긴_이웃_test_id,끌어당긴_이웃_질문,이웃라벨
,0.6230,dr_psn_rg_q1,개인회생과 개인파산 두 제도를 '청산가치 보장의 원칙'과 '일정한 수입 조건' 여부를 기준으로 표에 근거하여 비교 설명해 주세요.,table_lookup,fact,amb_dr_psn_rg_4,개인회생이랑 파산이랑 뭐가 달라요? 재산 다 팔아야 되는건 어느쪽이에요?,fact
,0.6203,amb_dp_fnst_4,농협에 넣은 돈은 보호돼요 안 돼요? 헷갈리네요.,fact,faq,amb_dp_prdct_5,주택청약 넣은 것도 예금보호 되는 거죠?,faq
,0.6194,amb_ha_center_5,지금까지 이 제보로 실제로 돈 얼마나 회수했대요?,fact,faq,amb_faq_msdr_apply_1,신청하면 실제로 돈 돌려받기까지 얼마나 걸려요?,faq
,0.6173,faq_nramt_q5,예금과 대출을 모두 보유한 경우 1억원 초과 여부는 어떻게 판단하나요?,faq,fact,dp_protlmts_q5,법인 명의로 된 예금도 1억원까지 보호되나요?,fact
,0.6171,amb_ha_status_agree_3,개인정보 제공 동의 안하면 못써요?,faq,fact,ha_status_agree_q6,"개인정보 수집 및 이용에 대한 동의를 거부할 권리가 있다고 하는데, 필수 항목까지 동의를 거부하면 어떤 불이익이 있나요?",fact
,0.6171,amb_dp_josa_law_1,저축은행이 어떤 상태면 부실우려로 조사 대상이 되는 거예요?,fact,faq,amb_faq_nramt_2,저축은행이 영업정지되면 예금은 언제부터 찾을 수 있어요?,faq
,0.6140,amb_dr_kruc_3,고금리로 빌린건데 이자율도 낮춰준다던데 어느 정도까지 내려가요?,faq,fact,dr_kruc_q3,"케이알앤씨 대출채권의 고금리 채무자가 이자율조정 제도를 신청할 경우, 금리는 보통 어느 수준까지 인하하여 조정받을 수 있나요?",fact
,0.6115,amb_dp_protlmts_4,1억 넘게 넣어놨으면 그 넘는 돈은 그냥 다 날리는 거예요?,fact,faq,faq_nramt_q5,예금과 대출을 모두 보유한 경우 1억원 초과 여부는 어떻게 판단하나요?,faq
,0.6094,amb_ms_expln_2,저축은행 사고 나면 이자는 어떻게 쳐주나요?,table_lookup,faq,amb_ms_aply_proc_4,저축은행 망하면 나한테 어떻게 알려주나요? 문자도 오나요?,faq
,0.6058,amb_dp_faq_page_4,1억 보호되는 거 세금 떼기 전 기준이에요 뗀 후 기준이에요?,table_lookup,fact,amb_dp_faq_page_1,예금 1억까지 보호되는 걸로 바뀐 게 언제부터예요?,fact
,0.6003,uc_tel_qust_q6,예금명의자 본인이 아닌 사람이 전화로 문의하면 어떻게 되나요?,fact,faq,amb_dr_info_aply_2,빚 있는걸로 나오면 상담은 어떻게 진행돼요? 제가 전화해야 하나요?,faq
,0.5991,ha_faq_dclr_q9,신고하려는 대상자가 실제로 부실관련자가 맞는지 사전에 어떻게 확인할 수 있나요?,faq,fact,ha_center_q9,은닉재산 신고센터 안내자료에서 정의하는 '금융부실관련자'란 구체적으로 누구를 의미하나요?,fact
,0.5980,dp_prdct_q5,은행의 원본이 보전되는 금전신탁도 보호되나요?,table_lookup,fact,dp_protlmts_q5,법인 명의로 된 예금도 1억원까지 보호되나요?,fact
,0.5968,amb_dp_josa_itrd_1,예보가 저축은행 같은 데 조사도 나가요? 무슨 근거로요?,faq,fact,amb_dp_josa_law_1,저축은행이 어떤 상태면 부실우려로 조사 대상이 되는 거예요?,fact
,0.5953,amb_dr_info_aply_3,본인확인은 그냥 간편인증 같은걸로 되는거죠?,faq,fact,dr_info_aply_q7,채무정보 조회 시 본인확인을 위해 거쳐야 하는 인증 절차는 어떤 방식인가요?,fact
,0.5919,amb_dp_fnst_srch_4,이 회사 목록은 언제 기준으로 정리된 거예요?,table_lookup,faq,amb_dp_fnst_srch_5,여기서 회사 이름으로도 찾을 수 있어요?,faq
,0.5909,dp_josa_itrd_q7,조사 내용에 동의하지 않을 때 활용할 수 있는 권익보호 절차는 무엇인가요?,fact,faq,amb_dp_josa_objc_1,조사 받은 내용에 억울한 게 있으면 어떻게 이의제기해요?,faq
,0.5875,amb_dp_gudn_5,설명 들었다는 확인은 어떤 방식으로 받아요?,faq,fact,amb_dp_gudn_faq_5,법인 고객도 이 설명·확인을 받아야 하는 대상이에요?,fact
,0.5823,amb_ha_status_agree_2,여기 입력한 내 개인정보는 얼마나 갖고 있는 거예요?,fact,faq,amb_ha_status_agree_3,개인정보 제공 동의 안하면 못써요?,faq
,0.5805,dp_gudn_data_q5,[보호금융상품등록부] 작성 서식 변경 안내는 어느 부서 소관인가요?,file_download,fact,dp_gudn_q4,부보금융회사가 취급하는 보호금융상품에 관해 작성·제출·비치해야 하는 서류는 무엇인가요?,fact
,0.5773,amb_ms_poss_dcmnt_4,상속받을 돈이 얼마 안 되는데 상속인 한 명만 가서 간단하게 받을 수 있어요? 얼마까지 되나요?,table_lookup,fact,ms_poss_dcmnt_q2,상속받을 예금이 300만원 이하면 상속인 전원이 안 가도 되나요?,fact
,0.5756,amb_uc_bkrp_mng_4,저축은행이랑 상호신용금고랑 금고는 검색할 때 같은 분류로 봐야 되나요?,faq,fact,dp_fnst_q4,상호저축은행은 예금보험공사의 보호대상 금융회사에 포함되나요?,fact
,0.5737,amb_ha_status_agree_4,주소나 전화번호는 꼭 안적어도 되나요?,fact,faq,amb_ha_ilgl_intro_4,메일로도 제보 넣을 수 있나요? 주소 좀,faq
,0.5729,ha_center_q10,2025년 12월말 기준으로 은닉재산 신고센터에 접수된 제보건수와 발견재산은 각각 얼마인가요?,table_lookup,fact,ha_center_q1,은닉재산 신고센터에 정보를 제보하여 재산 회수가 완료되면 포상금의 최고한도는 얼마인가요?,fact
,0.5545,amb_dr_psn_rg_1,매달 월급 받고 있는데 빚 갚으면서 몇년 버티면 나머지 없애준다던데 그거 조건이 뭐에요?,fact,table_lookup,amb_dr_credit_sprt_3,신용회복으로 빚 나눠갚으면 최대 몇년까지 갚을수 있어요? 소득 낮으면 더 길게 되나요?,table_lookup
,0.5500,amb_ha_status_agree_1,진행현황 조회하려는데 뭐뭐 입력해야 돼요? 필수로?,fact,table_lookup,ha_status_agree_q4,부실책임조사 진행현황 조회를 위한 개인정보 동의서상 필수항목으로 수집되는 개인정보 항목은 구체적으로 무엇인가요?,table_lookup
,0.5465,amb_dr_system_3,빚이 천만원도 안되는 소액인데 서류 간단하게 빨리 처리해주는 그런것도 있어요?,faq,fact,dr_system_q7,"원금 1,000만원 미만의 연체채무자를 위해 마련된 신속채무조정제도(Fast-Track)는 어떤 장점이 있나요?",fact
,0.5422,dp_fnst_srch_q8,AIG 손해보험주식회사는 어떤 금융권역으로 등록되어 있나요?,table_lookup,faq,amb_dp_fnst_srch_2,예금보험 대상인 금융권역이 뭐뭐 있어요?,faq
,0.5410,receiver_docs_q9,PDF 첨부파일 내용이 안 보이면 어떻게 해야 하나요?,fact,faq,faq_msdr_apply_q3,공동인증서가 보이지 않을 경우 어떻게 해야 하나요?,faq
,0.5378,dp_gudn_data_q4,'취약계층에 대한 우선 설명확인 의무 안내' 자료는 언제 등록되었나요?,file_download,fact,dp_gudn_q7,금융정보취약계층에게 예금보험관계는 다른 정보보다 나중에 설명해도 되나요?,fact
,0.5228,sender_attention_q6,자금이체 금융회사등에는 어떤 기관이 포함되나요?,fact,faq,faq_top10_q3,착오송금 반환지원 적용대상이 되는 금융기관에는 어떤 곳이 있나요?,faq
,0.5087,ms_aply_proc_q4,1종 보험사고와 2종 보험사고는 어떻게 다른가요?,fact,table_lookup,ms_trgt_fnst_q9,토마토저축은행과 토마토2저축은행의 보험사고일은 각각 언제인가요?,table_lookup
